0.309474	0.380281	0.400747	0.404707	0.390998	0.353808	0.268624
0.910105	1.13435	1.17567	1.16934	1.11951	1.00582	0.7005
1.0503	1.29665	1.33709	1.32495	1.25811	1.11614	0.764919
1.06103	1.30212	1.34337	1.32726	1.25942	1.11814	0.75984
0.916999	1.13751	1.1769	1.16701	1.11626	1.00455	0.696534
0.315327	0.380095	0.400575	0.405559	0.389823	0.354551	0.264783
0.318486	0.385305	0.405358	0.408166	0.395563	0.361751	0.276463
0.527583	0.631598	0.670533	0.672114	0.654239	0.600679	0.4659
1.21024	1.49158	1.55443	1.54641	1.48352	1.33022	0.976413
0.998231	1.20468	1.25396	1.26155	1.21159	1.08893	0.79918
1.29347	1.57005	1.61789	1.60445	1.53177	1.36158	0.980326
1.00661	1.21028	1.25774	1.25174	1.20435	1.0884	0.793318
1.21376	1.49404	1.55129	1.5366	1.46979	1.32476	0.963486
0.521782	0.631328	0.664741	0.664572	0.645255	0.593896	0.452251
0.315595	0.384194	0.404139	0.406311	0.393394	0.36005	0.274894
0.928543	1.15654	1.19785	1.18994	1.14039	1.02904	0.716432
1.23031	1.51006	1.57083	1.55924	1.49744	1.34806	0.987422
1.01781	1.20825	1.27296	1.26869	1.23407	1.11363	0.876143
1.23212	1.46394	1.52075	1.51713	1.45949	1.3221	0.998908
0.930967	1.10995	1.15544	1.1585	1.117	0.992546	0.714654
0.94584	1.12929	1.17261	1.17385	1.131	1.00088	0.716454
1.23695	1.47156	1.5263	1.51919	1.46096	1.32247	0.991989
1.00873	1.20624	1.26831	1.26248	1.21447	1.1218	0.869267
1.20978	1.49248	1.55627	1.54002	1.47575	1.33544	0.983378
0.920011	1.14627	1.19032	1.18029	1.13163	1.02134	0.717245
1.09422	1.36122	1.40585	1.3913	1.32459	1.18023	0.815278
1.01708	1.22737	1.27583	1.27816	1.22898	1.11915	0.812527
1.24641	1.48326	1.53984	1.53537	1.48229	1.3415	1.01043
0.932142	1.08293	1.13228	1.1359	1.10074	1.01535	0.78398
1.24921	1.45933	1.51141	1.5182	1.45348	1.3297	0.936296
1.04548	1.25636	1.3027	1.30815	1.26296	1.04163	0.544521
1.25793	1.4788	1.51986	1.53122	1.47344	1.31909	0.924457
0.930997	1.07571	1.13195	1.13343	1.10284	1.01362	0.779229
1.24004	1.46855	1.53486	1.52179	1.46296	1.3332	1.01278
0.998231	1.2026	1.26226	1.25506	1.21217	1.09854	0.826816
1.08414	1.34832	1.39565	1.37962	1.31414	1.17045	0.815336
1.09654	1.36389	1.41072	1.39483	1.32917	1.18443	0.818647
1.34851	1.63945	1.69593	1.6815	1.61107	1.44566	1.04262
0.962703	1.15017	1.19714	1.19884	1.15837	1.03613	0.747846
1.2797	1.50473	1.54722	1.55357	1.50518	1.35295	0.958193
1.10223	1.29318	1.34325	1.34698	1.30701	1.19547	0.901581
0.852372	0.991359	1.03765	1.05049	1.02916	0.939706	0.708946
0.851404	0.990882	1.03822	1.05476	1.03386	0.943955	0.704476
1.1138	1.30728	1.36089	1.36367	1.32276	1.20543	0.907983
1.2959	1.50058	1.58675	1.56912	1.5006	1.36451	0.970963
0.957115	1.13183	1.18814	1.18521	1.14221	1.0224	0.748207
1.32498	1.61301	1.67142	1.65708	1.58706	1.42401	1.03688
1.08533	1.35288	1.39819	1.38373	1.31701	1.174	0.812285
0.931255	1.16113	1.20489	1.19543	1.14737	1.03638	0.721899
1.0249	1.23683	1.29347	1.28786	1.24541	1.13417	0.825893
0.977326	1.16042	1.21067	1.20902	1.1697	1.04867	0.758904
1.30651	1.54301	1.5946	1.59358	1.54107	1.29771	0.725897
0.866915	1.00795	1.0534	1.06551	1.04415	0.95384	0.72209
0.85782	0.994158	1.04602	1.05533	1.03921	0.977137	0.760064
1.26754	1.50215	1.56892	1.57957	1.54249	1.41857	1.09058
0.866249	1.00844	1.05847	1.06997	1.05012	0.972121	0.768429
0.879051	1.02005	1.0601	1.06911	1.05293	0.956089	0.716204
1.32361	1.55738	1.61487	1.61101	1.55047	1.30083	0.72944
0.970432	1.15619	1.20286	1.20375	1.1586	1.03307	0.749718
1.01339	1.23022	1.27729	1.27816	1.22586	1.1173	0.808949
0.922951	1.15437	1.1941	1.18504	1.13444	1.02425	0.711582
0.316578	0.386314	0.406508	0.409088	0.396592	0.363541	0.277403
1.23634	1.52614	1.58774	1.57417	1.51528	1.37246	1.00276
1.25464	1.48787	1.54652	1.53788	1.49044	1.362	1.0281
1.30314	1.51681	1.5801	1.56977	1.51922	1.3804	0.981077
0.860816	1.00414	1.0541	1.07312	1.04539	0.961081	0.714614
1.28899	1.52433	1.59283	1.59864	1.55684	1.42875	1.09695
0.975221	1.1289	1.18558	1.19882	1.17864	1.09704	0.88972
0.96249	1.11245	1.17349	1.19465	1.17445	1.0903	0.882615
1.28262	1.52362	1.58232	1.59113	1.55285	1.42312	1.09229
0.871488	1.01778	1.06714	1.08099	1.05658	0.960245	0.723083
1.31278	1.53201	1.58079	1.59244	1.52184	1.36561	0.973871
1.26332	1.50609	1.5474	1.53796	1.4753	1.33693	1.0026
1.22856	1.52474	1.5673	1.5484	1.47924	1.33617	0.970378
0.312046	0.383903	0.401473	0.402944	0.388714	0.354698	0.268196
0.52635	0.645601	0.678747	0.680101	0.661035	0.609526	0.467657
1.03325	1.2242	1.28101	1.28163	1.24753	1.15011	0.894106
0.933304	1.07724	1.12751	1.1286	1.09885	1.01597	0.792278
1.12526	1.31115	1.37013	1.37116	1.33005	1.21938	0.923067
0.86853	1.00096	1.06148	1.07021	1.04063	0.954316	0.75583
0.987826	1.13646	1.19748	1.20141	1.18719	1.10005	0.888122
0.66905	0.770543	0.810148	0.822662	0.811637	0.759246	0.629823
0.972226	1.12398	1.16615	1.18241	1.16567	1.08889	0.875193
0.853936	0.997144	1.04084	1.0559	1.03492	0.964798	0.755562
1.1192	1.31502	1.3646	1.37194	1.33038	1.21473	0.915916
0.937877	1.0899	1.13309	1.13542	1.10139	1.01301	0.787091
1.04258	1.25023	1.2772	1.268	1.22073	1.12601	0.861812
0.489986	0.603435	0.6246	0.622795	0.600452	0.55376	0.424288
