0.0613361	0.26051	0.337628	0.374268	0.391631	0.399107	0.401885	0.402747	0.403173	0.403818	0.404661	0.405246	0.405103	0.404126	0.402511	0.400281	0.397011	0.391664	0.38263	0.367485	0.342468	0.300821	0.226451	0.0593474
0.0911926	0.624204	0.879352	1.00506	1.06081	1.08066	1.08492	1.08366	1.08043	1.07587	1.07006	1.06343	1.05647	1.0498	1.0438	1.03789	1.02877	1.01034	0.975059	0.915072	0.821071	0.678825	0.460093	0.0786093
0.103599	0.704024	0.987486	1.12431	1.18268	1.20146	1.20364	1.20031	1.19514	1.18855	1.18076	1.17269	1.16534	1.15914	1.15365	1.14723	1.13571	1.11237	1.06918	0.997953	0.889297	0.729522	0.490717	0.0842764
0.103099	0.699779	0.982663	1.12022	1.18002	1.20073	1.20516	1.20414	1.2008	1.19505	1.18676	1.17665	1.16569	1.15515	1.14618	1.1386	1.12833	1.10743	1.06647	0.996441	0.887714	0.727282	0.489551	0.0842742
0.0933346	0.636426	0.893679	1.01827	1.07172	1.08948	1.09243	1.09065	1.08732	1.08269	1.07668	1.06977	1.06261	1.05595	1.05025	1.04485	1.03635	1.01839	0.983106	0.922118	0.82565	0.680308	0.460643	0.0788977
0.0654534	0.276747	0.353994	0.387137	0.400277	0.404693	0.406634	0.408715	0.411145	0.413275	0.414634	0.415208	0.41508	0.414479	0.413675	0.412672	0.41065	0.405879	0.396037	0.378424	0.349394	0.30298	0.224314	0.0577349
0.0635938	0.27016	0.349678	0.387257	0.404954	0.412623	0.415548	0.416508	0.416807	0.416988	0.417166	0.417217	0.416987	0.416537	0.416042	0.415423	0.413915	0.409958	0.401421	0.385564	0.358631	0.313924	0.2354	0.0613907
0.100078	0.400642	0.514728	0.568377	0.593888	0.605428	0.610565	0.613096	0.614779	0.616248	0.617172	0.616577	0.61361	0.60899	0.60484	0.602855	0.60192	0.59803	0.586275	0.562015	0.520283	0.452508	0.337528	0.0937723
0.131955	0.847021	1.16345	1.31265	1.37701	1.39964	1.40427	1.40221	1.39802	1.39301	1.38711	1.37984	1.37096	1.36108	1.35132	1.34183	1.33013	1.31067	1.27567	1.21462	1.11354	0.94828	0.670847	0.124259
0.170759	0.820856	1.06625	1.17609	1.22461	1.2429	1.24689	1.24496	1.24175	1.23957	1.23808	1.23508	1.22852	1.21916	1.21017	1.20391	1.198	1.18529	1.15704	1.10613	1.02623	0.901394	0.657807	0.148581
0.171097	0.865626	1.1335	1.25076	1.29873	1.31382	1.31436	1.30936	1.30286	1.29637	1.29001	1.28335	1.27604	1.26849	1.2615	1.25502	1.24663	1.23126	1.20208	1.15055	1.06434	0.923215	0.679311	0.157177
0.179325	0.860704	1.11172	1.21868	1.26113	1.27304	1.27165	1.26566	1.25943	1.25486	1.2517	1.24824	1.24289	1.23615	1.23025	1.22659	1.2224	1.21055	1.18234	1.12902	1.03935	0.895081	0.652905	0.152224
0.138134	0.883898	1.20803	1.35612	1.41538	1.43266	1.43255	1.4268	1.42009	1.41373	1.40749	1.40057	1.3924	1.38337	1.37453	1.36587	1.3546	1.33475	1.29806	1.23358	1.12673	0.954706	0.672805	0.124506
0.103477	0.445572	0.567641	0.622178	0.646544	0.656318	0.659391	0.659908	0.660217	0.661472	0.663287	0.664099	0.662516	0.659054	0.655946	0.654981	0.654958	0.651565	0.639418	0.613772	0.568826	0.49502	0.367725	0.0921739
0.0643736	0.273266	0.353095	0.390367	0.407645	0.414954	0.417651	0.418468	0.418716	0.418923	0.419126	0.419108	0.418696	0.417981	0.41725	0.416518	0.415023	0.411145	0.402701	0.386985	0.360193	0.31544	0.236243	0.0614561
0.0928826	0.635199	0.895238	1.02386	1.08131	1.102	1.10636	1.10451	1.1002	1.09439	1.08774	1.08124	1.07565	1.07122	1.06745	1.06296	1.05423	1.03554	0.999713	0.938667	0.84218	0.695797	0.47255	0.0811528
0.135002	0.866522	1.18937	1.34078	1.40509	1.42692	1.43035	1.4268	1.42082	1.41387	1.40649	1.39911	1.39209	1.3856	1.37945	1.37247	1.36166	1.34184	1.30562	1.24239	1.13713	0.966027	0.682907	0.126717
0.17208	0.725497	0.908802	0.980776	1.00728	1.01617	1.02084	1.02593	1.0305	1.03213	1.03026	1.02671	1.0235	1.02166	1.02102	1.02081	1.01897	1.01202	0.995123	0.961488	0.901068	0.795712	0.601791	0.156907
0.182437	1.00883	1.3038	1.42119	1.46334	1.47421	1.47398	1.47098	1.46771	1.46421	1.45991	1.45445	1.44779	1.44071	1.43452	1.42977	1.42466	1.41449	1.39202	1.34676	1.26243	1.10956	0.822156	0.171785
0.19215	0.882193	1.10848	1.19768	1.23196	1.24319	1.24468	1.24255	1.23971	1.23739	1.23552	1.23321	1.22982	1.22589	1.22292	1.22178	1.22119	1.21711	1.20287	1.16801	1.09486	0.962562	0.731552	0.17783
0.196287	0.898854	1.12684	1.21518	1.2477	1.25685	1.2562	1.25197	1.2472	1.24322	1.24021	1.23762	1.23498	1.23247	1.23086	1.23039	1.22957	1.22465	1.2093	1.17302	1.09779	0.962958	0.730871	0.177594
0.186326	1.02823	1.32778	1.44657	1.48832	1.49767	1.49486	1.48848	1.48187	1.47595	1.4706	1.46534	1.45989	1.4546	1.45018	1.44657	1.44157	1.43036	1.40561	1.35672	1.26721	1.10898	0.819528	0.171453
0.176321	0.741819	0.930762	1.00694	1.03595	1.0452	1.04757	1.0486	1.0497	1.05065	1.05078	1.04943	1.04622	1.04175	1.03737	1.03384	1.02953	1.02033	1.00048	0.963226	0.899054	0.790674	0.596186	0.156111
0.137902	0.882576	1.20596	1.35354	1.41301	1.43156	1.43395	1.43124	1.42685	1.42102	1.41347	1.40445	1.39452	1.38454	1.37523	1.36621	1.35466	1.33515	1.30005	1.23894	1.13717	0.969877	0.687276	0.127567
0.0939868	0.640823	0.899232	1.024	1.07753	1.09585	1.10002	1.0997	1.09736	1.09266	1.08562	1.07739	1.06935	1.06246	1.05682	1.0514	1.04274	1.02488	0.990498	0.931696	0.838619	0.695923	0.473581	0.0812741
0.104869	0.713696	1.00513	1.14958	1.21448	1.23784	1.24208	1.23863	1.2322	1.22442	1.21612	1.20817	1.2011	1.195	1.18928	1.18238	1.17061	1.14801	1.10715	1.03933	0.933205	0.772476	0.526441	0.0914641
0.175214	0.844537	1.09668	1.20843	1.25634	1.27281	1.27409	1.26865	1.26116	1.25415	1.24905	1.2466	1.24717	1.24972	1.25174	1.25015	1.24198	1.22406	1.19183	1.13827	1.05088	0.909363	0.667377	0.15659
0.185118	1.02302	1.32016	1.43667	1.47664	1.48505	1.48243	1.47715	1.47158	1.46587	1.46	1.4544	1.44964	1.44619	1.44411	1.44269	1.43952	1.42997	1.40701	1.36004	1.27231	1.11518	0.825259	0.172787
0.208415	0.890024	1.10347	1.17479	1.19186	1.1915	1.1908	1.19456	1.20002	1.2028	1.20136	1.19764	1.19412	1.19239	1.19288	1.1952	1.19684	1.19277	1.17608	1.13799	1.06562	0.938059	0.705605	0.184461
0.192241	1.0009	1.27359	1.37611	1.40967	1.41617	1.41373	1.40977	1.40718	1.4067	1.40699	1.40534	1.39967	1.3919	1.38731	1.39031	1.39852	1.40223	1.38837	1.342	1.24263	1.06944	0.784102	0.168279
0.185104	0.995553	1.26858	1.37171	1.40695	1.41522	1.41362	1.40919	1.40464	1.4008	1.39754	1.39428	1.39074	1.38759	1.38625	1.38754	1.38955	1.38723	1.37138	1.32303	1.161	0.873804	0.621883	0.115964
0.192996	1.00186	1.27495	1.37837	1.4128	1.41994	1.41744	1.41252	1.40794	1.40453	1.40208	1.39991	1.39764	1.39614	1.39722	1.40184	1.40683	1.40433	1.38345	1.33046	1.2252	1.04809	0.763524	0.163358
0.20389	0.870295	1.08535	1.16316	1.1877	1.19306	1.19472	1.19763	1.20104	1.20275	1.20212	1.20056	1.19984	1.20097	1.20378	1.20731	1.20884	1.20354	1.18485	1.14455	1.06993	0.94051	0.706759	0.184813
0.187195	1.03075	1.32558	1.43808	1.47468	1.48222	1.48205	1.48147	1.48067	1.47762	1.47155	1.46359	1.4554	1.44833	1.44272	1.43799	1.43198	1.42052	1.3972	1.35204	1.26868	1.11731	0.830643	0.174431
0.179675	0.856841	1.0994	1.19783	1.23408	1.24455	1.2481	1.2513	1.25303	1.25016	1.2423	1.23233	1.22336	1.21691	1.21259	1.20902	1.20322	1.19057	1.16509	1.12055	1.04957	0.933751	0.692622	0.159131
0.106046	0.719583	1.00928	1.14965	1.21042	1.23128	1.23541	1.23369	1.2294	1.22268	1.2137	1.20355	1.19353	1.1845	1.17653	1.16839	1.15646	1.13458	1.09515	1.02965	0.927023	0.770302	0.526112	0.0914053
0.104512	0.711158	1.00096	1.14415	1.2081	1.2308	1.23469	1.23125	1.22531	1.2185	1.21135	1.20415	1.19704	1.19031	1.18414	1.1776	1.167	1.14569	1.10556	1.03791	0.932028	0.771723	0.524879	0.0909228
0.171756	0.866845	1.13645	1.25693	1.30816	1.32565	1.32714	1.3217	1.31428	1.30744	1.30208	1.29806	1.29492	1.29234	1.28998	1.28678	1.28022	1.26591	1.23771	1.18715	1.10112	0.957845	0.706549	0.162705
0.194435	0.892643	1.11952	1.20724	1.23936	1.24837	1.24778	1.24368	1.23893	1.23483	1.23186	1.22999	1.22921	1.22964	1.23151	1.23437	1.23632	1.2335	1.21961	1.18417	1.10909	0.973541	0.739398	0.179916
0.194056	1.00857	1.28056	1.38052	1.41085	1.41412	1.40873	1.40218	1.39736	1.39501	1.39409	1.39243	1.38842	1.38407	1.38456	1.39395	1.40872	1.41708	1.40388	1.35345	1.24592	1.06303	0.770254	0.163531
0.184792	0.992303	1.26096	1.35963	1.39041	1.39508	1.39133	1.38629	1.38222	1.37942	1.37742	1.37562	1.37379	1.37255	1.37309	1.37594	1.37926	1.37842	1.36617	1.33143	1.25624	1.11265	0.835278	0.177552
0.186298	0.768587	0.948368	1.01637	1.04141	1.04888	1.04979	1.04881	1.04798	1.04806	1.0489	1.04974	1.05003	1.05041	1.05239	1.05701	1.06292	1.06589	1.05964	1.03454	0.974609	0.862923	0.664362	0.176115
0.185399	0.765585	0.947916	1.01665	1.04129	1.04909	1.05173	1.05362	1.05532	1.05621	1.05584	1.05428	1.05182	1.0498	1.05032	1.05488	1.06164	1.06507	1.05753	1.02874	0.962774	0.84443	0.643674	0.171644
0.183925	0.984733	1.25107	1.34914	1.38102	1.38812	1.38812	1.38719	1.38598	1.38355	1.37971	1.37553	1.37238	1.3712	1.37219	1.37467	1.37637	1.37305	1.35814	1.32146	1.24567	1.10333	0.830901	0.178385
0.197619	1.0236	1.28995	1.37988	1.40226	1.40452	1.40788	1.41695	1.42641	1.42924	1.42348	1.41291	1.40212	1.39442	1.39126	1.39289	1.39604	1.39351	1.37531	1.32826	1.23172	1.06375	0.784153	0.169251
0.198948	0.909249	1.13208	1.21181	1.23643	1.24151	1.24222	1.2435	1.24467	1.2436	1.23966	1.23419	1.22898	1.22519	1.22305	1.22202	1.22039	1.21504	1.20056	1.16719	1.09717	0.968679	0.740042	0.180916
