0.4	0.41	0.41	0.4	0.4	0.39	0.33
1.1	1.14	1.11	1.08	1.05	1.01	0.76
1.22	1.26	1.21	1.18	1.15	1.1	0.82
1.21	1.25	1.2	1.17	1.14	1.09	0.8
1.09	1.13	1.09	1.06	1.04	0.99	0.74
0.4	0.42	0.41	0.4	0.4	0.39	0.32
0.41	0.43	0.42	0.42	0.42	0.41	0.34
0.67	0.69	0.68	0.67	0.67	0.66	0.56
1.44	1.47	1.43	1.4	1.38	1.33	1.04
1.14	1.16	1.14	1.12	1.11	1.08	0.88
1.4	1.42	1.38	1.35	1.33	1.3	1.04
1.12	1.15	1.12	1.1	1.09	1.06	0.86
1.43	1.46	1.41	1.38	1.35	1.31	1.01
0.66	0.68	0.67	0.66	0.65	0.65	0.54
0.41	0.42	0.41	0.41	0.4	0.4	0.33
1.14	1.18	1.15	1.13	1.11	1.07	0.79
1.45	1.48	1.44	1.41	1.4	1.35	1.05
1.17	1.18	1.16	1.14	1.14	1.13	0.97
1.36	1.36	1.33	1.31	1.3	1.29	1.08
1.05	1.06	1.04	1.03	1.02	1.02	0.85
1.05	1.06	1.04	1.03	1.02	1.02	0.85
1.34	1.35	1.31	1.28	1.28	1.26	1.05
1.16	1.17	1.14	1.12	1.11	1.11	0.95
1.43	1.45	1.4	1.37	1.35	1.31	1.03
1.11	1.15	1.11	1.08	1.07	1.03	0.78
1.28	1.33	1.29	1.26	1.24	1.19	0.88
1.15	1.17	1.14	1.12	1.12	1.09	0.88
1.34	1.34	1.31	1.29	1.28	1.27	1.06
1.02	1.02	1	0.99	0.99	0.99	0.87
1.38	1.37	1.33	1.31	1.3	1.31	1.12
1.15	1.15	1.12	1.11	1.11	1.12	0.83
1.37	1.36	1.32	1.3	1.3	1.3	1.1
1.01	1.01	0.98	0.97	0.97	0.98	0.86
1.34	1.34	1.3	1.27	1.27	1.26	1.07
1.13	1.14	1.11	1.09	1.08	1.07	0.88
1.25	1.29	1.24	1.21	1.19	1.15	0.87
1.29	1.33	1.29	1.26	1.25	1.2	0.88
1.46	1.48	1.43	1.4	1.39	1.35	1.08
1.06	1.06	1.04	1.03	1.03	1.02	0.85
1.38	1.36	1.33	1.31	1.3	1.3	1.1
1.23	1.23	1.19	1.18	1.18	1.18	1.02
0.99	0.98	0.96	0.95	0.96	0.98	0.89
0.98	0.98	0.96	0.95	0.96	0.98	0.89
1.22	1.22	1.18	1.17	1.17	1.18	1.02
1.4	1.38	1.34	1.31	1.31	1.32	1.12
1.05	1.05	1.03	1.01	1.01	1.01	0.86
1.43	1.43	1.39	1.35	1.34	1.32	1.07
1.26	1.29	1.25	1.22	1.2	1.15	0.86
1.13	1.18	1.15	1.12	1.11	1.07	0.79
1.15	1.17	1.14	1.12	1.12	1.09	0.88
1.06	1.07	1.05	1.03	1.03	1.03	0.85
1.4	1.39	1.35	1.33	1.32	1.32	1.02
1	0.99	0.97	0.97	0.97	0.98	0.88
1.02	1.02	1	0.99	0.99	1.01	0.89
1.53	1.52	1.48	1.45	1.45	1.45	1.24
1.03	1.02	1	0.99	1	1.01	0.9
0.99	0.98	0.96	0.95	0.96	0.98	0.87
1.4	1.38	1.34	1.32	1.31	1.32	1.03
1.05	1.05	1.03	1.02	1.01	1.01	0.85
1.14	1.16	1.12	1.1	1.09	1.08	0.87
1.12	1.16	1.12	1.09	1.08	1.04	0.77
0.41	0.42	0.42	0.41	0.41	0.41	0.33
1.43	1.47	1.43	1.39	1.38	1.33	1.04
1.34	1.35	1.31	1.29	1.28	1.27	1.06
1.39	1.38	1.34	1.32	1.31	1.31	1.1
0.98	0.97	0.96	0.95	0.95	0.96	0.85
1.53	1.52	1.48	1.45	1.44	1.44	1.22
1.18	1.17	1.14	1.13	1.14	1.14	1.02
1.18	1.17	1.14	1.13	1.14	1.14	1.02
1.5	1.5	1.45	1.42	1.43	1.42	1.22
0.99	0.98	0.96	0.95	0.96	0.97	0.88
1.37	1.36	1.32	1.3	1.29	1.29	1.09
1.33	1.33	1.29	1.27	1.26	1.24	1.04
1.42	1.46	1.4	1.37	1.34	1.31	1.01
0.41	0.43	0.42	0.41	0.41	0.4	0.32
0.67	0.69	0.68	0.67	0.67	0.66	0.55
1.16	1.18	1.15	1.13	1.13	1.12	0.95
1.02	1.01	0.99	0.98	0.98	0.98	0.86
1.22	1.22	1.19	1.17	1.17	1.17	1.01
1.03	1.02	1	0.99	0.99	1	0.88
1.19	1.18	1.16	1.14	1.14	1.14	1.02
0.88	0.88	0.85	0.85	0.85	0.85	0.77
1.17	1.17	1.13	1.12	1.12	1.13	1.01
1.01	1.01	0.98	0.97	0.98	0.99	0.88
1.22	1.22	1.18	1.17	1.17	1.17	1.01
1.02	1.01	0.99	0.97	0.97	0.97	0.85
1.16	1.17	1.13	1.11	1.1	1.1	0.93
0.61	0.63	0.61	0.6	0.6	0.59	0.49
0.42	0.44	0.44	0.43	0.43	0.42	0.33
1.44	1.47	1.43	1.4	1.38	1.34	1.03
1.33	1.33	1.29	1.27	1.26	1.25	1.04
1.38	1.36	1.32	1.29	1.29	1.29	1.09
1	0.99	0.96	0.95	0.96	0.97	0.87
1.52	1.51	1.46	1.43	1.43	1.42	1.21
1.18	1.17	1.14	1.12	1.13	1.14	1.01
1.17	1.17	1.13	1.12	1.12	1.13	1.01
1.5	1.5	1.45	1.43	1.42	1.42	1.21
0.97	0.97	0.95	0.94	0.95	0.96	0.84
1.39	1.37	1.32	1.3	1.3	1.3	1.09
1.35	1.35	1.31	1.28	1.27	1.26	1.05
1.43	1.46	1.41	1.37	1.35	1.31	1.01
0.4	0.42	0.41	0.4	0.4	0.39	0.32
1.14	1.19	1.16	1.13	1.11	1.07	0.79
1.15	1.16	1.13	1.12	1.11	1.08	0.87
1.05	1.05	1.02	1.01	1.01	1	0.84
1.4	1.38	1.33	1.31	1.3	1.3	1.01
0.98	0.98	0.95	0.94	0.94	0.96	0.84
1.03	1.02	1	0.98	0.99	1	0.88
1.51	1.51	1.46	1.43	1.43	1.42	1.21
1.02	1.01	0.99	0.98	0.99	1	0.88
0.96	0.95	0.93	0.93	0.93	0.95	0.83
1.37	1.35	1.31	1.29	1.29	1.3	1
1.06	1.06	1.03	1.02	1.01	1.01	0.84
1.16	1.17	1.13	1.11	1.1	1.08	0.87
1.13	1.18	1.13	1.11	1.09	1.04	0.78
