0.31	0.36	0.38	0.39	0.38	0.35	0.24
0.82	0.99	1.02	1.03	0.99	0.89	0.58
0.95	1.14	1.18	1.18	1.14	1.02	0.65
0.96	1.15	1.19	1.19	1.15	1.03	0.65
0.85	1.01	1.05	1.05	1.02	0.91	0.58
0.32	0.37	0.39	0.4	0.4	0.36	0.25
0.31	0.37	0.39	0.4	0.39	0.36	0.25
0.48	0.57	0.6	0.6	0.59	0.54	0.38
1.16	1.37	1.42	1.42	1.37	1.25	0.83
1.08	1.25	1.3	1.31	1.27	1.17	0.82
1.15	1.33	1.38	1.39	1.36	1.24	0.85
1.12	1.29	1.34	1.35	1.32	1.2	0.83
1.22	1.43	1.47	1.47	1.43	1.29	0.84
0.54	0.63	0.66	0.67	0.66	0.61	0.42
0.33	0.38	0.4	0.41	0.4	0.37	0.26
0.84	1.03	1.07	1.07	1.04	0.93	0.6
1.18	1.4	1.45	1.45	1.41	1.28	0.84
0.89	1.02	1.07	1.08	1.06	0.99	0.71
1.35	1.54	1.6	1.6	1.56	1.45	1.01
1.19	1.34	1.4	1.41	1.38	1.29	0.91
1.21	1.36	1.41	1.42	1.4	1.31	0.92
1.4	1.6	1.65	1.65	1.62	1.49	1.02
0.92	1.05	1.1	1.11	1.09	1	0.71
1.21	1.43	1.48	1.47	1.42	1.28	0.86
0.85	1.03	1.08	1.06	1.02	0.92	0.6
0.97	1.18	1.22	1.22	1.19	1.07	0.68
1.1	1.28	1.33	1.34	1.32	1.21	0.83
1.37	1.56	1.62	1.62	1.6	1.48	1.02
1.09	1.23	1.28	1.29	1.28	1.21	0.87
1.35	1.53	1.58	1.59	1.57	1.47	1.03
1.37	1.54	1.6	1.6	1.58	1.49	0.91
1.38	1.55	1.61	1.61	1.59	1.49	1.03
1.11	1.26	1.31	1.32	1.31	1.22	0.87
1.39	1.58	1.65	1.63	1.59	1.46	1.02
1.11	1.29	1.35	1.34	1.3	1.19	0.85
0.98	1.19	1.24	1.22	1.17	1.05	0.69
