0.35	0.39	0.4	0.4	0.39	0.37	0.27
0.91	1.05	1.05	1.04	1	0.92	0.62
1.04	1.19	1.2	1.18	1.14	1.04	0.69
1.05	1.2	1.21	1.19	1.15	1.05	0.69
0.93	1.06	1.07	1.06	1.03	0.94	0.62
0.36	0.4	0.41	0.41	0.41	0.38	0.27
0.36	0.4	0.41	0.41	0.4	0.38	0.27
0.54	0.6	0.61	0.61	0.6	0.56	0.41
1.25	1.41	1.42	1.39	1.35	1.26	0.88
1.15	1.27	1.28	1.27	1.24	1.16	0.86
1.21	1.34	1.35	1.34	1.31	1.22	0.87
1.19	1.3	1.31	1.3	1.27	1.19	0.86
1.3	1.45	1.46	1.44	1.41	1.3	0.89
0.6	0.66	0.67	0.67	0.67	0.63	0.46
0.36	0.41	0.42	0.42	0.41	0.39	0.28
0.94	1.08	1.09	1.07	1.05	0.96	0.64
1.28	1.44	1.45	1.43	1.39	1.29	0.89
0.95	1.03	1.05	1.05	1.03	0.99	0.75
1.4	1.51	1.52	1.5	1.47	1.4	1.03
1.22	1.31	1.32	1.32	1.3	1.25	0.92
1.24	1.32	1.33	1.33	1.32	1.26	0.93
1.43	1.54	1.55	1.54	1.51	1.43	1.04
0.97	1.06	1.07	1.07	1.05	1	0.74
1.3	1.45	1.46	1.43	1.39	1.29	0.9
0.94	1.08	1.08	1.06	1.03	0.95	0.64
1.06	1.23	1.23	1.22	1.19	1.09	0.72
1.18	1.3	1.31	1.3	1.29	1.2	0.86
1.42	1.53	1.53	1.52	1.5	1.43	1.04
1.13	1.2	1.22	1.21	1.21	1.17	0.89
1.38	1.47	1.48	1.47	1.45	1.4	1.04
1.39	1.48	1.49	1.48	1.46	1.41	0.91
1.39	1.49	1.5	1.49	1.47	1.41	1.04
1.14	1.22	1.24	1.23	1.22	1.17	0.89
1.42	1.53	1.54	1.52	1.49	1.41	1.04
1.18	1.3	1.31	1.29	1.25	1.18	0.87
1.07	1.23	1.23	1.2	1.16	1.07	0.73
1.06	1.22	1.23	1.21	1.18	1.08	0.72
1.22	1.35	1.36	1.35	1.33	1.25	0.89
1.23	1.32	1.33	1.32	1.32	1.27	0.93
1.38	1.47	1.48	1.47	1.46	1.42	1.04
1.32	1.41	1.42	1.41	1.4	1.37	1.04
0.98	1.04	1.06	1.06	1.06	1.04	0.8
0.99	1.06	1.07	1.07	1.07	1.04	0.8
1.33	1.42	1.43	1.42	1.41	1.36	1.03
1.38	1.48	1.5	1.48	1.46	1.4	1.04
1.23	1.32	1.33	1.32	1.3	1.24	0.93
1.22	1.36	1.36	1.35	1.31	1.23	0.89
1.07	1.23	1.23	1.21	1.17	1.07	0.72
0.93	1.07	1.08	1.07	1.05	0.96	0.65
1.16	1.28	1.29	1.29	1.27	1.2	0.87
1.22	1.31	1.32	1.32	1.31	1.26	0.93
1.39	1.48	1.48	1.47	1.46	1.42	0.91
0.99	1.06	1.07	1.07	1.07	1.06	0.82
1.01	1.09	1.11	1.11	1.12	1.09	0.84
1.24	1.37	1.39	1.38	1.37	1.31	0.96
1.01	1.09	1.11	1.11	1.11	1.08	0.83
0.99	1.05	1.07	1.07	1.07	1.04	0.81
1.39	1.48	1.49	1.48	1.46	1.4	0.91
1.23	1.32	1.33	1.33	1.31	1.25	0.92
1.18	1.31	1.31	1.3	1.27	1.19	0.86
0.94	1.09	1.09	1.07	1.04	0.95	0.65
0.36	0.41	0.42	0.42	0.42	0.39	0.29
1.28	1.43	1.44	1.43	1.41	1.31	0.91
1.4	1.51	1.52	1.51	1.49	1.42	1.04
1.38	1.47	1.47	1.46	1.45	1.41	1.04
0.99	1.06	1.06	1.07	1.07	1.05	0.81
1.27	1.39	1.41	1.4	1.39	1.34	0.98
0.91	0.99	1.01	1.02	1.03	1	0.77
0.91	0.99	1.01	1.03	1.03	1	0.77
1.27	1.39	1.41	1.41	1.4	1.34	0.98
0.99	1.05	1.07	1.08	1.08	1.05	0.81
1.38	1.47	1.48	1.48	1.47	1.4	1.03
1.42	1.53	1.54	1.52	1.5	1.41	1.04
1.29	1.45	1.45	1.44	1.4	1.29	0.91
0.36	0.41	0.41	0.42	0.41	0.38	0.29
0.59	0.65	0.67	0.67	0.67	0.63	0.47
0.97	1.04	1.06	1.06	1.06	1.01	0.76
1.13	1.2	1.22	1.22	1.21	1.17	0.89
1.32	1.4	1.41	1.41	1.4	1.36	1.03
1.02	1.1	1.11	1.12	1.12	1.09	0.85
0.91	0.99	1.01	1.02	1.03	1	0.78
0.69	0.75	0.77	0.79	0.79	0.77	0.61
0.92	1	1.02	1.04	1.04	1	0.78
1.03	1.1	1.13	1.14	1.14	1.1	0.85
1.33	1.41	1.43	1.43	1.42	1.37	1.03
1.13	1.21	1.23	1.23	1.22	1.17	0.89
0.96	1.05	1.06	1.06	1.05	0.99	0.75
0.59	0.66	0.67	0.67	0.66	0.62	0.47
0.36	0.41	0.41	0.42	0.41	0.39	0.28
1.3	1.45	1.46	1.44	1.41	1.31	0.9
1.42	1.53	1.54	1.53	1.51	1.42	1.04
1.38	1.47	1.48	1.47	1.46	1.4	1.03
0.98	1.05	1.06	1.07	1.07	1.05	0.81
1.26	1.39	1.4	1.4	1.39	1.34	0.98
0.92	1	1.02	1.03	1.03	1	0.78
0.92	1	1.03	1.03	1.04	1.01	0.78
1.27	1.4	1.42	1.42	1.41	1.35	0.98
0.99	1.05	1.07	1.08	1.09	1.06	0.81
1.39	1.48	1.49	1.49	1.48	1.41	1.03
1.41	1.53	1.53	1.52	1.49	1.41	1.03
1.28	1.45	1.45	1.43	1.39	1.29	0.91
0.36	0.41	0.42	0.42	0.41	0.39	0.29
0.94	1.09	1.1	1.08	1.05	0.96	0.63
1.19	1.31	1.33	1.32	1.29	1.2	0.85
1.23	1.32	1.34	1.34	1.32	1.26	0.92
1.38	1.47	1.48	1.48	1.47	1.41	0.9
0.99	1.05	1.06	1.07	1.08	1.05	0.81
1.02	1.1	1.11	1.12	1.13	1.1	0.85
1.27	1.4	1.41	1.41	1.4	1.34	0.98
1.02	1.1	1.12	1.12	1.12	1.09	0.85
0.99	1.05	1.07	1.08	1.08	1.05	0.82
1.39	1.48	1.48	1.49	1.47	1.41	0.91
1.22	1.31	1.32	1.32	1.31	1.24	0.92
1.16	1.29	1.3	1.29	1.26	1.17	0.86
0.92	1.07	1.08	1.06	1.03	0.94	0.64
1.07	1.24	1.25	1.23	1.19	1.08	0.71
1.22	1.36	1.38	1.37	1.33	1.24	0.87
1.23	1.32	1.34	1.34	1.32	1.26	0.92
1.39	1.48	1.48	1.48	1.47	1.42	1.04
1.33	1.41	1.42	1.42	1.42	1.37	1.04
0.99	1.06	1.07	1.08	1.08	1.06	0.82
0.99	1.05	1.06	1.07	1.07	1.05	0.81
1.32	1.41	1.41	1.41	1.4	1.36	1.04
1.38	1.47	1.48	1.48	1.46	1.4	1.04
1.22	1.31	1.33	1.33	1.31	1.24	0.92
1.21	1.34	1.36	1.35	1.32	1.22	0.88
1.04	1.21	1.22	1.2	1.16	1.06	0.72
1.07	1.24	1.25	1.23	1.18	1.07	0.71
1.18	1.3	1.32	1.31	1.27	1.19	0.86
1.42	1.53	1.54	1.52	1.5	1.42	1.04
1.14	1.21	1.23	1.23	1.22	1.18	0.89
1.39	1.48	1.48	1.48	1.47	1.42	1.03
1.39	1.48	1.48	1.48	1.47	1.41	0.91
1.38	1.47	1.47	1.47	1.46	1.4	1.04
1.13	1.21	1.22	1.22	1.21	1.16	0.89
1.41	1.53	1.54	1.53	1.49	1.4	1.04
1.17	1.29	1.31	1.3	1.27	1.18	0.86
1.04	1.21	1.22	1.21	1.16	1.06	0.71
0.94	1.08	1.1	1.08	1.04	0.95	0.63
1.29	1.45	1.46	1.44	1.39	1.3	0.89
0.97	1.04	1.06	1.06	1.05	1	0.75
1.43	1.53	1.54	1.52	1.51	1.43	1.04
1.24	1.32	1.33	1.33	1.32	1.26	0.92
1.23	1.31	1.32	1.32	1.31	1.25	0.92
1.4	1.51	1.51	1.5	1.48	1.4	1.03
0.95	1.03	1.05	1.05	1.02	0.97	0.74
1.28	1.44	1.44	1.43	1.38	1.27	0.89
0.92	1.06	1.07	1.06	1.03	0.94	0.63
0.36	0.41	0.42	0.42	0.41	0.39	0.28
0.59	0.65	0.67	0.66	0.66	0.63	0.46
1.29	1.44	1.44	1.42	1.39	1.3	0.89
1.18	1.3	1.3	1.29	1.27	1.19	0.85
1.22	1.35	1.35	1.34	1.32	1.23	0.88
1.16	1.28	1.28	1.27	1.25	1.17	0.86
1.27	1.42	1.42	1.41	1.37	1.27	0.89
0.58	0.65	0.66	0.66	0.65	0.61	0.46
0.35	0.4	0.4	0.41	0.4	0.38	0.28
0.36	0.4	0.4	0.4	0.4	0.38	0.28
0.92	1.05	1.06	1.04	1.02	0.94	0.62
1.05	1.2	1.2	1.18	1.15	1.06	0.7
1.04	1.19	1.19	1.18	1.15	1.06	0.7
0.91	1.04	1.04	1.03	1.02	0.94	0.62
0.36	0.4	0.4	0.41	0.4	0.38	0.28
